ExCluster_ID	GeneID	Coordinate	Species	Membership_score
GF_003148.009	AT1G61210	chr1:22571310-22571378:+	araTha10	0.140
GF_003148.009	AT5G08390	chr5:2706659-2706727:+	araTha10	0.140
GF_003148.009	AT5G23430	chr5:7894224-7894292:-	araTha10	0.140
GF_003148.009	ENSG00000140854	chr16:57756814-57756868:+	hg38	0.310
GF_003149.001	ENSG00000164168	chr4:147632903-147633002:+	hg38	0.330
GF_003149.001	FBgn0032172	chr2L:9962318-9962414:-	dm6	0.330
GF_003150.001	AT1G11390	chr1:3834765-3834881:-	araTha10	0.200
GF_003150.001	AT1G61640	chr1:22746632-22746748:-	araTha10	0.200
GF_003150.001	ENSG00000133597	chr7:140696027-140696182:+	hg38	0.290
GF_003150.002	ENSG00000133597	chr7:140694663-140694800:+	hg38	0.200
GF_003150.002	WBGene00021315	chrIII:5382438-5382620:-	ce11	0.200
GF_003151.001	AT1G11475	chr1:3863584-3863678:+	araTha10	0.290
GF_003151.001	AT1G61700	chr1:22787901-22787995:+	araTha10	0.290
GF_003151.001	ENSG00000177700	chr11:840375-840480:-	hg38	0.560
GF_003151.001	FBgn0039218	chr3R:24717796-24717901:+	dm6	0.560
GF_003151.002	AT1G11475	chr1:3862759-3862817:+	araTha10	0.290
GF_003151.002	AT1G61700	chr1:22787261-22787319:+	araTha10	0.290
GF_003151.002	ENSG00000177700	chr11:842414-842508:-	hg38	0.560
GF_003151.002	FBgn0039218	chr3R:24717618-24717712:+	dm6	0.560
GF_003152.001	ENSG00000102898	chr16:67865131-67865229:+	hg38	0.750
GF_003152.001	FBgn0031145	chrX:21035614-21035721:+	dm6	0.750
GF_003152.002	ENSG00000102898	chr16:67868340-67868411:+	hg38	0.500
GF_003152.002	FBgn0031145	chrX:21036399-21036470:+	dm6	0.670
GF_003152.002	WBGene00004305	chrI:8591355-8591446:+	ce11	0.170
GF_003152.003	ENSG00000102898	chr16:67868501-67868599:+	hg38	1.000
GF_003152.003	FBgn0031145	chrX:21036539-21036637:+	dm6	1.000
GF_003152.003	WBGene00004305	chrI:8591490-8591588:+	ce11	1.000
GF_003152.004	ENSG00000102898	chr16:67870800-67870910:+	hg38	0.880
GF_003152.004	FBgn0031145	chrX:21037610-21037717:+	dm6	0.330
GF_003152.004	FBgn0031145	chrX:21038746-21038856:+	dm6	1.000
GF_003152.004	WBGene00004305	chrI:8591634-8591744:+	ce11	0.880
GF_003154.001	ENSG00000076513	chr12:109999689-109999784:+	hg38	0.500
GF_003154.001	ENSG00000172932	chr11:67289461-67289550:+	hg38	0.500
GF_003154.001	ENSG00000198720	chr17:29593622-29593735:+	hg38	0.500
GF_003154.001	FBgn0034418	chr2R:19136951-19137043:-	dm6	0.900
GF_003154.002	ENSG00000076513	chr12:110012005-110012137:+	hg38	0.120
GF_003154.002	ENSG00000172932	chr11:67290078-67290213:+	hg38	0.120
GF_003154.002	ENSG00000198720	chr17:29607742-29607877:+	hg38	0.380
GF_003154.002	FBgn0034418	chr2R:19136695-19136827:-	dm6	0.500
GF_003154.002	WBGene00015978	chrIII:6278064-6278155:-	ce11	0.080
GF_003154.003	ENSG00000076513	chr12:110037359-110037551:+	hg38	0.170
GF_003154.003	ENSG00000172932	chr11:67302119-67302329:+	hg38	0.170
GF_003154.003	ENSG00000198720	chr17:29613354-29613579:+	hg38	0.170
GF_003154.003	FBgn0034418	chr2R:19134218-19134431:-	dm6	0.300
GF_003155.001	AT1G67280	chr1:25188566-25188604:-	araTha10	0.200
GF_003155.001	ENSG00000167699	chr17:769869-769955:-	hg38	0.200
GF_003155.002	ENSG00000167699	chr17:778658-778744:-	hg38	0.570
GF_003155.002	FBgn0031143	chrX:21027903-21027952:-	dm6	0.430
GF_003155.002	WBGene00006448	chrIII:4153734-4153904:+	ce11	0.140
GF_003155.003	ENSG00000167699	chr17:782166-782255:-	hg38	0.860
GF_003155.003	FBgn0031143	chrX:21028180-21028275:-	dm6	0.860
GF_003155.003	WBGene00006448	chrIII:4153601-4153687:+	ce11	0.860
GF_003157.001	AT1G11930	chr1:4029818-4029951:+	araTha10	0.380
GF_003157.001	AT4G26860	chr4:13503701-13503834:-	araTha10	0.500
GF_003157.001	ENSG00000147471	chr8:37775339-37775481:+	hg38	0.700
GF_003157.001	FBgn0039751	chr3R:30176643-30176884:-	dm6	0.200
GF_003157.002	AT1G11930	chr1:4030041-4030139:+	araTha10	0.500
GF_003157.002	AT4G26860	chr4:13503501-13503599:-	araTha10	0.500
GF_003157.002	ENSG00000147471	chr8:37775918-37776016:+	hg38	0.750
GF_003157.003	AT1G11930	chr1:4030227-4030295:+	araTha10	0.500
GF_003157.003	AT4G26860	chr4:13503294-13503368:-	araTha10	0.750
GF_003157.003	ENSG00000147471	chr8:37777973-37778101:+	hg38	0.700
GF_003157.003	FBgn0039751	chr3R:30176520-30176585:-	dm6	0.500
GF_003157.004	AT4G26860	chr4:13504472-13504693:-	araTha10	0.170
GF_003157.004	WBGene00017286	chrII:5350813-5350912:+	ce11	0.170
GF_003157.005	ENSG00000147471	chr8:37762660-37762758:+	hg38	0.500
GF_003157.005	FBgn0039751	chr3R:30177454-30177546:-	dm6	0.500
GF_003157.006	ENSG00000147471	chr8:37765526-37765648:+	hg38	0.170
GF_003157.006	FBgn0039751	chr3R:30177177-30177389:-	dm6	0.170
GF_003157.007	AT1G11930	chr1:4029142-4029208:+	araTha10	0.170
GF_003157.007	AT4G26860	chr4:13504226-13504292:-	araTha10	0.170
GF_003157.007	ENSG00000147471	chr8:37766280-37766355:+	hg38	0.250
GF_003157.008	AT1G11930	chr1:4029628-4029715:+	araTha10	0.170
GF_003157.008	AT4G26860	chr4:13503909-13503996:-	araTha10	0.170
GF_003157.008	ENSG00000147471	chr8:37772755-37772889:+	hg38	0.250
GF_003158.001	AT1G09060	chr1:2924649-2925254:-	araTha10	0.100
GF_003158.001	ENSG00000120733	chr5:138386022-138386621:+	hg38	0.100
GF_003158.002	AT1G09060	chr1:2921439-2921509:-	araTha10	0.120
GF_003158.002	AT1G11950	chr1:4034750-4034821:-	araTha10	0.750
GF_003158.002	AT4G00990	chr4:431449-431532:+	araTha10	0.750
GF_003158.002	AT4G21430	chr4:11407838-11407933:-	araTha10	0.560
GF_003158.002	ENSG00000115548	chr2:86492039-86492116:+	hg38	0.560
GF_003158.002	ENSG00000120733	chr5:138435620-138435697:+	hg38	0.560
GF_003158.002	ENSG00000168453	chr8:22115703-22115762:-	hg38	0.440
GF_003158.002	ENSG00000171988	chr10:63168048-63168134:-	hg38	0.620
GF_003158.003	AT1G09060	chr1:2921610-2921729:-	araTha10	0.070
GF_003158.003	AT1G11950	chr1:4034926-4035045:-	araTha10	0.210
GF_003158.003	AT4G00990	chr4:431218-431337:+	araTha10	0.210
GF_003158.003	ENSG00000115548	chr2:86491141-86491275:+	hg38	0.140
GF_003158.003	ENSG00000120733	chr5:138431425-138431559:+	hg38	0.140
GF_003158.003	ENSG00000168453	chr8:22116300-22116428:-	hg38	0.210
GF_003158.004	AT1G11950	chr1:4035126-4035211:-	araTha10	0.100
GF_003158.004	AT1G62310	chr1:23036267-23036352:-	araTha10	0.100
GF_003158.004	AT4G00990	chr4:430989-431074:+	araTha10	0.100
GF_003158.004	AT4G21430	chr4:11408232-11408317:-	araTha10	0.100
GF_003158.004	ENSG00000168453	chr8:22116875-22117039:-	hg38	0.250
GF_003159.001	AT1G62450	chr1:23116371-23116595:-	araTha10	0.110
GF_003159.001	AT3G07880	chr3:2514935-2515153:+	araTha10	0.110
GF_003159.001	FBgn0036921	chr3L:19931263-19931377:+	dm6	0.180
GF_003159.002	AT1G12070	chr1:4079924-4080106:-	araTha10	0.130
GF_003159.002	AT1G62450	chr1:23117188-23117370:-	araTha10	0.270
GF_003159.002	AT3G07880	chr3:2514175-2514408:+	araTha10	0.330
GF_003159.002	ENSG00000111348	chr12:14950532-14950712:-	hg38	0.350
GF_003159.002	ENSG00000141522	chr17:81869741-81869930:-	hg38	0.240
GF_003159.002	FBgn0036921	chr3L:19930831-19931014:+	dm6	0.320
GF_003159.002	WBGene00004356	chrX:4508516-4508611:+	ce11	0.370
GF_003159.003	AT1G12070	chr1:4079147-4079271:-	araTha10	0.270
GF_003159.003	AT1G62450	chr1:23115961-23116029:-	araTha10	0.070
GF_003159.003	AT1G62450	chr1:23116151-23116275:-	araTha10	0.270
GF_003159.003	AT3G07880	chr3:2515248-2515372:+	araTha10	0.270
GF_003159.003	AT3G07880	chr3:2515467-2515541:+	araTha10	0.070
GF_003159.003	ENSG00000111348	chr12:14942525-14942721:-	hg38	0.320
GF_003159.003	ENSG00000141522	chr17:81868879-81869075:-	hg38	0.420
GF_003159.003	ENSG00000242173	chr16:282615-282811:+	hg38	0.320
GF_003159.003	FBgn0036921	chr3L:19931982-19932175:+	dm6	0.520
GF_003159.004	ENSG00000111348	chr12:14949802-14949885:-	hg38	0.110
GF_003159.004	FBgn0036921	chr3L:19931088-19931197:+	dm6	0.110
GF_003161.001	AT3G45650	chr3:16759754-16760271:+	araTha10	0.170
GF_003161.001	AT3G45660	chr3:16762709-16763226:+	araTha10	0.170
GF_003161.001	AT3G45700	chr3:16779649-16780190:+	araTha10	0.170
GF_003161.001	AT3G45710	chr3:16783182-16783723:+	araTha10	0.170
GF_003161.001	ENSG00000110446	chr11:60946532-60946818:-	hg38	0.330
GF_003162.001	ENSG00000168439	chr11:64186262-64186270:+	hg38	1.000
GF_003162.001	FBgn0024352	chr2L:295272-295280:+	dm6	1.000
GF_003162.002	ENSG00000168439	chr11:64204054-64204123:+	hg38	1.000
GF_003162.002	FBgn0024352	chr2L:296977-297046:+	dm6	1.000
GF_003163.001	AT4G28600	chr4:14130385-14130652:+	araTha10	0.080
GF_003163.001	ENSG00000068724	chr2:46917196-46917277:+	hg38	0.120
GF_003163.001	ENSG00000068724	chr2:46941542-46941725:+	hg38	0.500
GF_003163.001	ENSG00000165914	chr14:90816175-90816295:-	hg38	0.120
GF_003163.001	FBgn0021847	chr2R:6213812-6213941:-	dm6	0.420
GF_003163.002	ENSG00000068724	chr2:46950363-46950526:+	hg38	0.250
GF_003163.002	FBgn0021847	chr2R:6213469-6213751:-	dm6	0.120
GF_003163.002	WBGene00021444	chrIII:1861670-1861827:+	ce11	0.120
GF_003163.003	ENSG00000165914	chr14:90780738-90780876:-	hg38	0.170
GF_003163.003	WBGene00021444	chrIII:1864032-1864131:+	ce11	0.170
GF_003164.001	AT3G04240	chr3:1118806-1118925:-	araTha10	0.600
GF_003164.001	ENSG00000147162	chrX:71547907-71548023:+	hg38	0.600
GF_003164.002	AT3G04240	chr3:1119331-1119387:-	araTha10	0.570
GF_003164.002	ENSG00000147162	chrX:71544567-71544635:+	hg38	0.290
GF_003164.002	FBgn0261403	chr2R:5320248-5320316:+	dm6	0.570
GF_003164.003	AT3G04240	chr3:1120572-1120722:-	araTha10	0.570
GF_003164.003	FBgn0261403	chr2R:5307499-5307652:+	dm6	0.430
GF_003164.003	WBGene00003858	chrIII:7150846-7151017:-	ce11	0.140
GF_003164.004	ENSG00000147162	chrX:71536192-71536358:+	hg38	0.200
GF_003164.004	WBGene00003858	chrIII:7150641-7150794:-	ce11	0.200
GF_003164.005	ENSG00000147162	chrX:71555190-71555385:+	hg38	0.200
GF_003164.005	FBgn0261403	chr2R:5325804-5325999:+	dm6	0.200
GF_003164.006	ENSG00000147162	chrX:71567993-71568116:+	hg38	0.600
GF_003164.006	WBGene00003858	chrIII:7146693-7146816:-	ce11	0.600
GF_003164.007	ENSG00000147162	chrX:71573620-71573791:+	hg38	0.600
GF_003164.007	WBGene00003858	chrIII:7146472-7146643:-	ce11	0.600
GF_003164.008	FBgn0261403	chr2R:5320008-5320191:+	dm6	0.200
GF_003164.008	WBGene00003858	chrIII:7150282-7150590:-	ce11	0.200
GF_003166.001	ENSG00000136319	chr14:20289630-20289746:-	hg38	1.000
GF_003166.001	WBGene00021346	chrI:2061739-2061882:-	ce11	1.000
GF_003166.002	ENSG00000136319	chr14:20291983-20292127:-	hg38	0.330
GF_003166.002	WBGene00021346	chrI:2061937-2062063:-	ce11	0.330
GF_003167.001	ENSG00000129007	chr15:68205121-68205151:-	hg38	0.330
GF_003167.001	FBgn0038830	chr3R:20823935-20823965:-	dm6	0.330
GF_003168.001	AT1G12350	chr1:4200394-4200630:+	araTha10	0.200
GF_003168.001	AT5G02080	chr5:411318-411554:+	araTha10	0.200
GF_003168.001	WBGene00022171	chrIII:2782529-2782768:+	ce11	0.290
GF_003168.002	FBgn0261285	chr3R:19147135-19147260:-	dm6	0.600
GF_003168.002	WBGene00022171	chrIII:2781081-2781149:+	ce11	0.600
GF_003169.001	ENSG00000086666	chr15:80120345-80120498:+	hg38	0.090
GF_003169.001	ENSG00000107372	chr9:72360628-72360778:-	hg38	0.180
GF_003169.001	FBgn0262937	chr3L:1296026-1296179:+	dm6	0.150
GF_003169.001	WBGene00009050	chrI:7081350-7081500:-	ce11	0.230
GF_003169.002	ENSG00000086666	chr15:80121712-80121820:+	hg38	0.110
GF_003169.002	WBGene00009050	chrI:7080792-7080957:-	ce11	0.110
GF_003169.003	ENSG00000086666	chr15:80137480-80137625:+	hg38	0.360
GF_003169.003	ENSG00000107372	chr9:72355956-72356101:-	hg38	0.550
GF_003169.003	FBgn0266410	chr3R:9358256-9358401:+	dm6	0.540
GF_003169.003	WBGene00009050	chrI:7080419-7080564:-	ce11	0.690
GF_003169.004	ENSG00000169918	chr15:31530707-31530808:-	hg38	0.330
GF_003169.004	ENSG00000264522	chr1:149965777-149965878:-	hg38	0.330
GF_003169.004	WBGene00021733	chrI:401955-402047:+	ce11	0.550
GF_003169.005	ENSG00000264522	chr1:149964222-149964349:-	hg38	0.330
GF_003169.005	WBGene00021733	chrI:402293-402417:+	ce11	0.330
GF_003170.001	ENSG00000154710	chr7:66771900-66772078:+	hg38	0.330
GF_003170.001	WBGene00012644	chrIII:10605612-10605727:+	ce11	0.330
GF_003170.002	ENSG00000154710	chr7:66773691-66773793:+	hg38	0.330
GF_003170.002	WBGene00012644	chrIII:10606049-10606149:+	ce11	0.330
GF_003172.001	AT1G12570	chr1:4280672-4280753:-	araTha10	0.200
GF_003172.001	FBgn0030586	chrX:14844582-14844732:-	dm6	0.200
GF_003172.002	AT1G14185	chr1:4850284-4850338:+	araTha10	0.200
GF_003172.002	FBgn0030587	chrX:14848643-14848778:-	dm6	0.200
GF_003172.003	AT1G14185	chr1:4850429-4851882:+	araTha10	0.290
GF_003172.003	FBgn0030586	chrX:14842799-14844525:-	dm6	0.200
GF_003172.003	FBgn0030587	chrX:14846785-14848496:-	dm6	0.200
GF_003173.001	AT1G12600	chr1:4287137-4287238:-	araTha10	0.500
GF_003173.001	AT4G23010	chr4:12061159-12061260:-	araTha10	0.500
GF_003173.001	ENSG00000124786	chr6:8417402-8417494:-	hg38	0.750
GF_003173.001	ENSG00000124786	chr6:8418817-8418885:-	hg38	0.250
GF_003173.002	AT1G12600	chr1:4288728-4288859:-	araTha10	0.170
GF_003173.002	AT4G23010	chr4:12062364-12062486:-	araTha10	0.170
GF_003173.002	ENSG00000124786	chr6:8429864-8430157:-	hg38	0.250
GF_003173.003	ENSG00000124786	chr6:8413552-8413699:-	hg38	0.500
GF_003173.003	FBgn0036695	chr3L:17044218-17044371:+	dm6	0.500
GF_003173.004	ENSG00000124786	chr6:8427937-8428058:-	hg38	0.170
GF_003173.004	WBGene00018827	chrIII:5680836-5680957:+	ce11	0.170
GF_003174.001	AT1G12730	chr1:4334675-4334846:+	araTha10	0.250
GF_003174.001	AT1G63110	chr1:23404870-23405023:+	araTha10	0.500
GF_003174.001	ENSG00000101464	chr20:34676956-34677085:-	hg38	0.500
GF_003174.001	FBgn0032052	chr2L:8515153-8515282:+	dm6	0.300
GF_003174.002	AT1G12730	chr1:4337523-4337606:+	araTha10	0.500
GF_003174.002	AT1G63110	chr1:23407665-23407754:+	araTha10	0.500
GF_003174.002	ENSG00000101464	chr20:34560869-34560979:-	hg38	0.750
GF_003174.003	ENSG00000101464	chr20:34575104-34575246:-	hg38	0.250
GF_003174.003	FBgn0032052	chr2L:8516362-8516612:+	dm6	0.500
GF_003174.003	WBGene00011914	chrI:7939822-7940069:+	ce11	0.500
GF_003174.004	FBgn0032052	chr2L:8516030-8516301:+	dm6	0.170
GF_003174.004	WBGene00011914	chrI:7939502-7939770:+	ce11	0.170
GF_003175.001	ENSG00000103269	chr16:675791-675829:+	hg38	0.090
GF_003175.001	ENSG00000141314	chr17:32266190-32266300:+	hg38	0.180
GF_003175.001	FBgn0020248	chr3L:1488098-1488190:-	dm6	0.180
GF_003175.001	FBgn0030318	chrX:11600087-11600326:+	dm6	0.090
GF_003175.002	ENSG00000103269	chr16:676336-676497:+	hg38	0.110
GF_003175.002	ENSG00000141314	chr17:32284659-32284817:+	hg38	0.330
GF_003175.002	FBgn0020248	chr3L:1487759-1487935:-	dm6	0.360
GF_003175.003	ENSG00000103269	chr16:676672-676896:+	hg38	0.270
GF_003175.003	ENSG00000141314	chr17:32288792-32289016:+	hg38	0.200
GF_003175.003	ENSG00000158315	chr1:38918967-38919212:-	hg38	0.330
GF_003175.003	FBgn0003295	chr3L:1384517-1384840:+	dm6	0.130
GF_003175.003	FBgn0004635	chr3L:1465487-1465822:+	dm6	0.070
GF_003175.003	FBgn0020248	chr3L:1477057-1477287:-	dm6	0.330
GF_003175.003	WBGene00004400	chrIII:4907802-4907963:+	ce11	0.210
GF_003175.004	ENSG00000103269	chr16:676971-677119:+	hg38	0.330
GF_003175.004	ENSG00000141314	chr17:32294294-32294442:+	hg38	0.110
GF_003175.004	WBGene00004400	chrIII:4908010-4908179:+	ce11	0.360
GF_003175.005	ENSG00000103269	chr16:677781-678049:+	hg38	0.230
GF_003175.005	ENSG00000141314	chr17:32320958-32321226:+	hg38	0.230
GF_003175.005	FBgn0003295	chr3L:1386669-1386982:+	dm6	0.180
GF_003175.005	FBgn0004635	chr3L:1467040-1467350:+	dm6	0.180
GF_003175.005	FBgn0020248	chr3L:1476176-1476522:-	dm6	0.180
GF_003175.006	ENSG00000141314	chr17:32267902-32267925:+	hg38	0.110
GF_003175.006	FBgn0020248	chr3L:1488006-1488029:-	dm6	0.110
GF_003175.007	FBgn0030318	chrX:11605138-11605443:+	dm6	0.330
GF_003175.007	WBGene00004400	chrIII:4908499-4908819:+	ce11	0.330
GF_003175.008	ENSG00000103269	chr16:677276-677388:+	hg38	0.110
GF_003175.008	WBGene00004400	chrIII:4908235-4908448:+	ce11	0.110
GF_003176.001	AT1G12840	chr1:4375584-4375697:+	araTha10	0.750
GF_003176.001	ENSG00000143882	chr2:10722850-10722978:+	hg38	0.900
GF_003176.001	ENSG00000155097	chr8:103040837-103040968:+	hg38	0.900
GF_003176.001	FBgn0262511	chr2R:16333278-16333412:-	dm6	0.750
GF_003176.001	WBGene00006920	chrIV:2314397-2314534:-	ce11	1.000
GF_003176.002	ENSG00000143882	chr2:10726502-10726569:+	hg38	0.400
GF_003176.002	ENSG00000143882	chr2:10753981-10754066:+	hg38	0.300
GF_003176.002	ENSG00000155097	chr8:103042340-103042407:+	hg38	0.300
GF_003176.002	ENSG00000155097	chr8:103048870-103048955:+	hg38	0.600
GF_003176.002	FBgn0262511	chr2R:16333034-16333187:-	dm6	0.310
GF_003176.002	WBGene00006920	chrIV:2313791-2313876:-	ce11	0.430
GF_003176.002	WBGene00006920	chrIV:2313932-2313999:-	ce11	0.500
GF_003176.003	ENSG00000143882	chr2:10771839-10771937:+	hg38	0.500
GF_003176.003	ENSG00000155097	chr8:103053884-103053982:+	hg38	0.500
GF_003176.003	FBgn0262511	chr2R:16326811-16326909:-	dm6	0.750
GF_003176.004	ENSG00000143882	chr2:10778572-10778669:+	hg38	0.500
GF_003176.004	ENSG00000155097	chr8:103064714-103064811:+	hg38	0.500
GF_003176.004	FBgn0262511	chr2R:16326333-16326430:-	dm6	0.750
GF_003176.005	ENSG00000143882	chr2:10782243-10782375:+	hg38	0.500
GF_003176.005	ENSG00000155097	chr8:103066321-103066447:+	hg38	0.500
GF_003176.005	FBgn0262511	chr2R:16326135-16326273:-	dm6	0.750
GF_003176.006	ENSG00000143882	chr2:10783174-10783260:+	hg38	0.750
GF_003176.006	ENSG00000155097	chr8:103068652-103068744:+	hg38	0.750
GF_003176.006	FBgn0262511	chr2R:16325969-16326064:-	dm6	0.900
GF_003176.006	WBGene00006920	chrIV:2308249-2308341:-	ce11	0.900
GF_003176.007	ENSG00000143882	chr2:10764331-10764425:+	hg38	0.120
GF_003176.007	ENSG00000155097	chr8:103051050-103051144:+	hg38	0.250
GF_003176.007	FBgn0262511	chr2R:16326974-16327160:-	dm6	0.300
GF_003176.007	WBGene00006920	chrIV:2312624-2312909:-	ce11	0.200
GF_003177.001	AT1G14860	chr1:5125536-5125802:+	araTha10	0.160
GF_003177.001	AT2G01670	chr2:297124-297252:-	araTha10	0.050
GF_003177.001	AT3G12600	chr3:4005723-4005992:+	araTha10	0.320
GF_003177.001	AT3G26690	chr3:9804687-9804842:-	araTha10	0.050
GF_003177.001	ENSG00000173598	chr12:93398771-93398855:+	hg38	0.050
GF_003177.001	ENSG00000173598	chr12:93399177-93399376:+	hg38	0.050
GF_003177.001	ENSG00000272325	chr6:34288756-34288931:-	hg38	0.050
GF_003177.001	ENSG00000272325	chr6:34293451-34293535:-	hg38	0.050
GF_003177.001	FBgn0036111	chr3L:10896134-10896409:-	dm6	0.320
GF_003177.001	WBGene00022366	chrI:1375514-1375687:+	ce11	0.520
GF_003177.002	ENSG00000173598	chr12:93378323-93378421:+	hg38	0.330
GF_003177.002	ENSG00000272325	chr6:34392264-34392362:-	hg38	0.330
GF_003177.002	FBgn0036111	chr3L:10896779-10896877:-	dm6	0.550
GF_003177.003	ENSG00000173598	chr12:93394609-93394719:+	hg38	0.110
GF_003177.003	ENSG00000272325	chr6:34341862-34341972:-	hg38	0.110
GF_003177.003	FBgn0036111	chr3L:10896469-10896624:-	dm6	0.180
GF_003178.001	AT2G04450	chr2:1543710-1543853:+	araTha10	0.330
GF_003178.001	ENSG00000186364	chr1:145845641-145845832:+	hg38	0.330
GF_003179.001	AT1G30110	chr1:10582700-10582765:+	araTha10	0.140
GF_003179.001	ENSG00000165609	chr10:12186229-12186291:-	hg38	0.140
GF_003179.002	AT3G10620	chr3:3320263-3320493:+	araTha10	0.430
GF_003179.002	AT5G06340	chr5:1936467-1936694:+	araTha10	0.140
GF_003179.002	ENSG00000275074	chr8:22109139-22109300:-	hg38	0.440
GF_003179.003	ENSG00000275074	chr8:22108110-22108346:-	hg38	0.430
GF_003179.003	WBGene00003578	chrI:12679723-12679930:+	ce11	0.430
GF_003180.001	ENSG00000136485	chr17:63550678-63550815:+	hg38	1.000
GF_003180.001	WBGene00009977	chrV:13806939-13807211:-	ce11	1.000
GF_003181.001	AT1G12960	chr1:4422710-4422835:-	araTha10	0.670
GF_003181.001	ENSG00000166441	chr11:8685678-8685803:+	hg38	1.000
GF_003181.001	FBgn0261606	chr2L:4457384-4457509:-	dm6	0.670
GF_003181.001	WBGene00021350	chrI:2069724-2069837:-	ce11	1.000
GF_003181.002	ENSG00000166441	chr11:8682814-8682816:+	hg38	0.200
GF_003181.002	FBgn0261606	chr2L:4458289-4458291:-	dm6	0.200
GF_003181.003	AT1G12960	chr1:4422914-4422990:-	araTha10	0.220
GF_003181.003	ENSG00000166441	chr11:8684746-8684892:+	hg38	0.330
GF_003181.003	FBgn0261606	chr2L:4457740-4458057:-	dm6	0.220
GF_003181.003	WBGene00021350	chrI:2070052-2070201:-	ce11	0.330
GF_003182.001	AT4G31520	chr4:15278284-15278430:-	araTha10	0.750
GF_003182.001	WBGene00012676	chrV:19102449-19102607:-	ce11	0.750
GF_003182.002	ENSG00000198301	chr4:75990752-75990841:-	hg38	0.750
GF_003182.002	WBGene00012676	chrV:19118216-19118404:-	ce11	0.750
GF_003183.001	AT1G13180	chr1:4495394-4495440:+	araTha10	0.500
GF_003183.001	ENSG00000115091	chr2:113890280-113890323:+	hg38	0.500
GF_003183.001	ENSG00000133627	chr7:152759883-152759926:+	hg38	0.500
GF_003183.001	FBgn0262716	chr3L:8115682-8115725:-	dm6	0.900
GF_003183.002	AT1G13180	chr1:4497534-4497644:+	araTha10	0.500
GF_003183.002	ENSG00000115091	chr2:113951479-113951571:+	hg38	0.170
GF_003183.002	ENSG00000133627	chr7:152825030-152825122:+	hg38	0.500
GF_003183.003	AT1G13180	chr1:4497725-4497850:+	araTha10	0.500
GF_003183.003	ENSG00000115091	chr2:113951720-113951845:+	hg38	0.170
GF_003183.003	ENSG00000133627	chr7:152852126-152852251:+	hg38	0.500
GF_003183.004	AT1G13180	chr1:4497934-4498032:+	araTha10	0.500
GF_003183.004	ENSG00000115091	chr2:113955623-113955706:+	hg38	0.250
GF_003183.004	ENSG00000133627	chr7:152853494-152853577:+	hg38	0.750
GF_003183.004	FBgn0262716	chr3L:8114113-8114196:-	dm6	0.500
GF_003183.005	AT1G13180	chr1:4498124-4498201:+	araTha10	0.670
GF_003183.005	ENSG00000115091	chr2:113957360-113957452:+	hg38	0.500
GF_003183.005	ENSG00000133627	chr7:152854458-152854550:+	hg38	0.700
GF_003183.005	FBgn0262716	chr3L:8113959-8114051:-	dm6	1.000
GF_003183.005	WBGene00000199	chrI:2883867-2883959:-	ce11	0.500
GF_003183.006	ENSG00000115091	chr2:113916937-113917008:+	hg38	0.250
GF_003183.006	ENSG00000133627	chr7:152800531-152800655:+	hg38	0.500
GF_003183.006	FBgn0262716	chr3L:8115408-8115588:-	dm6	0.200
GF_003183.006	WBGene00000199	chrI:2893414-2893556:-	ce11	0.400
GF_003183.007	ENSG00000115091	chr2:113927345-113927455:+	hg38	0.500
GF_003183.007	ENSG00000133627	chr7:152801621-152801731:+	hg38	0.500
GF_003183.007	WBGene00000199	chrI:2892633-2892743:-	ce11	0.750
GF_003183.008	ENSG00000115091	chr2:113931301-113931369:+	hg38	0.170
GF_003183.008	WBGene00000199	chrI:2891306-2891467:-	ce11	0.170
